,description,project,duration,expected_duration,started_at,ended_at,project_hex_color
825,志望海外院に行く戦略をドキュメント化（70%でよい）,院留学,27,,2019-04-01T17:36:10+09:00,2019-04-01T17:36:37+09:00,#04bb9b
826,志望海外院に行く戦略をドキュメント化（70%でよい）,院留学,13,,2019-04-01T17:35:56+09:00,2019-04-01T17:36:09+09:00,#04bb9b
827,志望海外院に行く戦略をドキュメント化（70%でよい）,院留学,11,,2019-04-01T17:35:44+09:00,2019-04-01T17:35:55+09:00,#04bb9b
828,志望海外院に行く戦略をドキュメント化（70%でよい）,院留学,63,,2019-04-01T17:34:27+09:00,2019-04-01T17:35:30+09:00,#04bb9b
829,志望海外院を決める（5校まで）,院留学,1022,,2019-04-01T17:09:26+09:00,2019-04-01T17:26:28+09:00,#04bb9b
830,Pomodoro Break,休憩,585,,2019-04-01T16:59:38+09:00,2019-04-01T17:09:23+09:00,#fb8b14
831,Pomodoro Break,休憩,180,,2019-04-01T16:54:51+09:00,2019-04-01T16:57:51+09:00,#fb8b14
832,志望海外院を決める（5校まで）,院留学,1200,,2019-04-01T16:34:51+09:00,2019-04-01T16:54:51+09:00,#04bb9b
833,ゲームする,休憩,421,,2019-04-01T16:27:46+09:00,2019-04-01T16:34:47+09:00,#fb8b14
834,Pomodoro Break,休憩,180,,2019-04-01T16:22:22+09:00,2019-04-01T16:25:22+09:00,#fb8b14
835,志望海外院を決める（5校まで）,院留学,1200,,2019-04-01T16:02:22+09:00,2019-04-01T16:22:22+09:00,#04bb9b
836,Pomodoro Break,休憩,861,,2019-04-01T15:47:43+09:00,2019-04-01T16:02:04+09:00,#fb8b14
837,LGTMのホームページデザイン/トップページのデザイン,,3,,2019-04-01T15:47:38+09:00,2019-04-01T15:47:41+09:00,
838,LGTMのホームページデザイン/トップページのデザイン,,1,,2019-04-01T15:47:37+09:00,2019-04-01T15:47:38+09:00,
839,Pomodoro Break,休憩,92,,2019-04-01T15:46:04+09:00,2019-04-01T15:47:36+09:00,#fb8b14
840,Pomodoro Break,休憩,180,,2019-04-01T15:42:20+09:00,2019-04-01T15:45:20+09:00,#fb8b14
841,LGTMのホームページデザイン/トップページのデザイン,,1200,,2019-04-01T15:22:20+09:00,2019-04-01T15:42:20+09:00,
842,Pomodoro Break,休憩,304,,2019-04-01T15:17:17+09:00,2019-04-01T15:22:21+09:00,#fb8b14
843,LGTMのホームページデザイン/カラースキームの決定,,2,,2019-04-01T15:17:15+09:00,2019-04-01T15:17:17+09:00,
844,Pomodoro Break,休憩,3,,2019-04-01T15:17:14+09:00,2019-04-01T15:17:17+09:00,#fb8b14
845,Pomodoro Break,休憩,57,,2019-04-01T15:16:17+09:00,2019-04-01T15:17:14+09:00,#fb8b14
846,LGTMのホームページデザイン/カラースキームの決定,,1200,,2019-04-01T14:56:17+09:00,2019-04-01T15:16:17+09:00,
847,Pomodoro Break,休憩,307,,2019-04-01T14:51:04+09:00,2019-04-01T14:56:11+09:00,#fb8b14
848,LGTMのホームページデザイン/カラースキームの決定,,2,,2019-04-01T14:51:00+09:00,2019-04-01T14:51:02+09:00,
849,日記書く,その他,308,,2019-03-31T22:24:34+09:00,2019-03-31T22:29:42+09:00,#c56bff
850,さんぱちのロゴ案5つ作る,,435,,2019-03-31T22:15:32+09:00,2019-03-31T22:22:47+09:00,
851,Pomodoro Break,休憩,180,,2019-03-31T22:08:50+09:00,2019-03-31T22:11:50+09:00,#fb8b14
852,さんぱちのロゴ案5つ作る,,1200,,2019-03-31T21:48:50+09:00,2019-03-31T22:08:50+09:00,
853,Pomodoro Break,その他,180,,2019-03-31T21:45:45+09:00,2019-03-31T21:48:45+09:00,#c56bff
854,さんぱちのロゴ案5つ作る,,1200,,2019-03-31T21:25:45+09:00,2019-03-31T21:45:45+09:00,
855,Pomodoro Break,休憩,211,,2019-03-31T21:21:19+09:00,2019-03-31T21:24:50+09:00,#fb8b14
856,さんぱちのロゴ案5つ作る,,1200,,2019-03-31T20:54:33+09:00,2019-03-31T21:14:33+09:00,
857,togglとtodoist連携する,その他,17,,2019-03-31T20:53:20+09:00,2019-03-31T20:53:37+09:00,#c56bff
858,togglとtodoist連携する,その他,9,,2019-03-31T20:53:11+09:00,2019-03-31T20:53:20+09:00,#c56bff
859,togglとtodoist連携する,その他,4,,2019-03-31T20:52:55+09:00,2019-03-31T20:52:59+09:00,#c56bff
860,LGTMのホームページデザイン,,290,,2019-03-31T20:47:59+09:00,2019-03-31T20:52:49+09:00,
861,togglとtodoist連携する,その他,339,,2019-03-31T20:42:12+09:00,2019-03-31T20:47:51+09:00,#c56bff
862,Pomodoro Break,休憩,95,,2019-03-31T20:40:37+09:00,2019-03-31T20:42:12+09:00,#fb8b14
863,KERNELの利用手引きを見る,その他,1200,,2019-03-31T20:20:37+09:00,2019-03-31T20:40:37+09:00,#c56bff
864,togglとtodoist連携する,その他,120,,2019-03-31T20:18:12+09:00,2019-03-31T20:20:12+09:00,#c56bff
865,記事読む,その他インプット,233,,2019-03-31T20:10:41+09:00,2019-03-31T20:14:34+09:00,#3750b5
866,Pomodoro Break,休憩,180,,2019-03-31T17:14:36+09:00,2019-03-31T17:17:36+09:00,#fb8b14
867,Pomodoro Break,休憩,1200,,2019-03-31T16:41:47+09:00,2019-03-31T17:01:47+09:00,#fb8b14
868,Pomodoro Break,休憩,180,,2019-03-31T16:38:40+09:00,2019-03-31T16:41:40+09:00,#fb8b14
869,ネットワークはなぜつながるのか,その他インプット,1200,,2019-03-31T16:18:40+09:00,2019-03-31T16:38:40+09:00,#3750b5
870,KERNEL入会手続き,その他,196,,2019-03-31T16:14:12+09:00,2019-03-31T16:17:28+09:00,#c56bff
871,KERNEL入会手続き,その他,833,,2019-03-31T16:00:16+09:00,2019-03-31T16:14:09+09:00,#c56bff
872,Pomodoro Break,休憩,953,,2019-03-31T15:44:15+09:00,2019-03-31T16:00:08+09:00,#fb8b14
873,ネットワークはなぜつながるのか,その他インプット,2,,2019-03-31T15:44:13+09:00,2019-03-31T15:44:15+09:00,#3750b5
874,Pomodoro Break,休憩,180,,2019-03-31T15:41:10+09:00,2019-03-31T15:44:10+09:00,#fb8b14
875,ネットワークはなぜつながるのか,その他インプット,1200,,2019-03-31T15:21:10+09:00,2019-03-31T15:41:10+09:00,#3750b5
876,Pomodoro Break,休憩,180,,2019-03-31T15:18:06+09:00,2019-03-31T15:21:06+09:00,#fb8b14
877,ネットワークはなぜつながるのか,その他インプット,1200,,2019-03-31T14:58:06+09:00,2019-03-31T15:18:06+09:00,#3750b5
878,洋書を読む（PEAK）,その他インプット,2341,,2019-03-31T13:18:31+09:00,2019-03-31T13:57:32+09:00,#3750b5
879,シリコンバレー付近の大学を調べる,院留学,844,,2019-03-30T23:29:16+09:00,2019-03-30T23:43:20+09:00,#04bb9b
880,記事読む,その他インプット,1200,,2019-03-30T23:05:47+09:00,2019-03-30T23:25:47+09:00,#3750b5
881,日記書く,その他インプット,1200,,2019-03-30T22:36:36+09:00,2019-03-30T22:56:36+09:00,#3750b5
882,日記書く,その他インプット,636,,2019-03-30T22:01:33+09:00,2019-03-30T22:12:09+09:00,#3750b5
883,さんぱちロゴの修正案を三つ作る,,475,,2019-03-30T21:53:32+09:00,2019-03-30T22:01:27+09:00,
884,さんぱちロゴの修正案を三つ作る,,309,,2019-03-30T20:03:24+09:00,2019-03-30T20:08:33+09:00,
885,matesのfavicon変える,,1200,,2019-03-30T19:41:50+09:00,2019-03-30T20:01:50+09:00,
886,LGTMのホームページのデザインを作る,,453,,2019-03-30T19:34:14+09:00,2019-03-30T19:41:47+09:00,
887,さんぱちロゴの修正案を三つ作る,,272,,2019-03-30T19:29:29+09:00,2019-03-30T19:34:01+09:00,
888,matesのfavicon変える,,198,,2019-03-30T19:26:11+09:00,2019-03-30T19:29:29+09:00,
889,さんぱちロゴの修正案を三つ作る,,601,,2019-03-30T19:16:10+09:00,2019-03-30T19:26:11+09:00,
890,matesのfavicon変える,,543,,2019-03-30T19:07:04+09:00,2019-03-30T19:16:07+09:00,
891,さんぱちロゴの修正案を三つ作る,,423,,2019-03-30T18:59:52+09:00,2019-03-30T19:06:55+09:00,
892,Pomodoro Break,休憩,398,,2019-03-30T18:52:51+09:00,2019-03-30T18:59:29+09:00,#fb8b14
893,Apple Watchで睡眠時間をトラッキングできるようにする,その他,1095,,2019-03-30T18:34:32+09:00,2019-03-30T18:52:47+09:00,#c56bff
894,本の要約をする,,1200,,2019-03-30T18:11:13+09:00,2019-03-30T18:31:13+09:00,
895,記事読む,その他インプット,1178,,2019-03-30T17:35:01+09:00,2019-03-30T17:54:39+09:00,#3750b5
896,記事読む,その他インプット,727,,2019-03-30T17:00:59+09:00,2019-03-30T17:13:06+09:00,#3750b5
897,洋書を読む（PEAK）,その他インプット,3186,,2019-03-30T15:03:47+09:00,2019-03-30T15:56:53+09:00,#3750b5
898,家事,その他,720,,2019-03-30T11:41:00+09:00,2019-03-30T11:53:00+09:00,#c56bff
899,Pomodoro Break,休憩,1313,,2019-03-30T11:20:33+09:00,2019-03-30T11:42:26+09:00,#fb8b14
900,本の要約をする,,1609,,2019-03-30T10:47:45+09:00,2019-03-30T11:14:34+09:00,
901,本の要約をする,,1102,,2019-03-29T21:43:27+09:00,2019-03-29T22:01:49+09:00,
902,読書(ファクトフルネス),その他インプット,3319,,2019-03-29T20:22:51+09:00,2019-03-29T21:18:10+09:00,#3750b5
903,Pomodoro Break,休憩,180,,2019-03-28T18:51:10+09:00,2019-03-28T18:54:10+09:00,#fb8b14
904,Rspecが通るようにする,インターン,1200,,2019-03-28T18:31:10+09:00,2019-03-28T18:51:10+09:00,#205500
905,Pomodoro Break,休憩,180,,2019-03-28T18:27:55+09:00,2019-03-28T18:30:55+09:00,#fb8b14
906,Rspecが通るようにする,インターン,1200,,2019-03-28T18:07:55+09:00,2019-03-28T18:27:55+09:00,#205500
907,Pomodoro Break,休憩,7,,2019-03-28T18:07:48+09:00,2019-03-28T18:07:55+09:00,#fb8b14
908,Rspecが通るようにする,インターン,1200,,2019-03-28T17:47:48+09:00,2019-03-28T18:07:48+09:00,#205500
909,Pomodoro Break,休憩,1,,2019-03-28T17:47:47+09:00,2019-03-28T17:47:48+09:00,#fb8b14
910,Rspecが通るようにする,インターン,1,,2019-03-28T17:47:46+09:00,2019-03-28T17:47:47+09:00,#205500
911,Pomodoro Break,休憩,8,,2019-03-28T17:47:38+09:00,2019-03-28T17:47:46+09:00,#fb8b14
912,Rspecが通るようにする,インターン,1200,,2019-03-28T17:27:38+09:00,2019-03-28T17:47:38+09:00,#205500
913,コーディングスタイルチェックの除去,インターン,4,,2019-03-28T17:27:24+09:00,2019-03-28T17:27:28+09:00,#205500
914,Pomodoro Break,休憩,180,,2019-03-28T17:24:13+09:00,2019-03-28T17:27:13+09:00,#fb8b14
915,コーディングスタイルチェックの除去,インターン,1200,,2019-03-28T17:04:13+09:00,2019-03-28T17:24:13+09:00,#205500
916,Pomodoro Break,休憩,1200,,2019-03-28T16:43:37+09:00,2019-03-28T17:03:37+09:00,#fb8b14
917,Pomodoro Break,休憩,180,,2019-03-28T16:20:25+09:00,2019-03-28T16:23:25+09:00,#fb8b14
918,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T16:00:25+09:00,2019-03-28T16:20:25+09:00,#205500
919,Pomodoro Break,休憩,6,,2019-03-28T16:00:19+09:00,2019-03-28T16:00:25+09:00,#fb8b14
920,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T15:40:19+09:00,2019-03-28T16:00:19+09:00,#205500
921,Pomodoro Break,休憩,9,,2019-03-28T15:40:09+09:00,2019-03-28T15:40:18+09:00,#fb8b14
922,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T15:20:09+09:00,2019-03-28T15:40:09+09:00,#205500
923,WEARにhealth checkのgemを導入,インターン,301,,2019-03-28T14:46:56+09:00,2019-03-28T14:51:57+09:00,#205500
924,Pomodoro Break,休憩,180,,2019-03-28T14:43:36+09:00,2019-03-28T14:46:36+09:00,#fb8b14
925,Pomodoro Break,休憩,1200,,2019-03-28T14:23:36+09:00,2019-03-28T14:43:36+09:00,#fb8b14
926,Pomodoro Break,休憩,180,,2019-03-28T14:19:43+09:00,2019-03-28T14:22:43+09:00,#fb8b14
927,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T13:59:43+09:00,2019-03-28T14:19:43+09:00,#205500
928,Pomodoro Break,休憩,5,,2019-03-28T13:59:38+09:00,2019-03-28T13:59:43+09:00,#fb8b14
929,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T13:39:38+09:00,2019-03-28T13:59:38+09:00,#205500
930,Pomodoro Break,休憩,4,,2019-03-28T13:39:34+09:00,2019-03-28T13:39:38+09:00,#fb8b14
931,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T13:19:34+09:00,2019-03-28T13:39:34+09:00,#205500
932,Pomodoro Break,休憩,180,,2019-03-28T13:11:27+09:00,2019-03-28T13:14:27+09:00,#fb8b14
933,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T12:51:27+09:00,2019-03-28T13:11:27+09:00,#205500
934,Pomodoro Break,休憩,180,,2019-03-28T12:48:22+09:00,2019-03-28T12:51:22+09:00,#fb8b14
935,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T12:28:22+09:00,2019-03-28T12:48:22+09:00,#205500
936,Pomodoro Break,休憩,180,,2019-03-28T11:59:52+09:00,2019-03-28T12:02:52+09:00,#fb8b14
937,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T11:39:52+09:00,2019-03-28T11:59:52+09:00,#205500
938,Pomodoro Break,休憩,180,,2019-03-28T11:34:42+09:00,2019-03-28T11:37:42+09:00,#fb8b14
939,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T11:14:42+09:00,2019-03-28T11:34:42+09:00,#205500
940,Pomodoro Break,休憩,13,,2019-03-28T11:14:27+09:00,2019-03-28T11:14:40+09:00,#fb8b14
941,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T10:54:27+09:00,2019-03-28T11:14:27+09:00,#205500
942,Pomodoro Break,休憩,180,,2019-03-28T10:51:22+09:00,2019-03-28T10:54:22+09:00,#fb8b14
943,WEARにhealth checkのgemを導入,インターン,1200,,2019-03-28T10:31:22+09:00,2019-03-28T10:51:22+09:00,#205500
944,さんぱちロゴの修正案を一つ作る,,1200,,2019-03-27T22:36:59+09:00,2019-03-27T22:56:59+09:00,
945,さんぱちロゴの修正案を一つ作る,,1200,,2019-03-27T22:16:53+09:00,2019-03-27T22:36:53+09:00,
946,さんぱちロゴの修正案を一つ作る,,1200,,2019-03-27T21:55:33+09:00,2019-03-27T22:15:33+09:00,
947,読書(ファクトフルネス),その他インプット,780,,2019-03-25T22:01:13+09:00,2019-03-25T22:14:13+09:00,#3750b5
948,電話面談,その他,1200,,2019-03-25T20:24:57+09:00,2019-03-25T20:44:57+09:00,#c56bff
949,さんぱちロゴの修正案を5個作る,,1200,,2019-03-25T18:27:14+09:00,2019-03-25T18:47:14+09:00,
950,さんぱちロゴの修正案を5個作る,,1158,,2019-03-25T18:00:10+09:00,2019-03-25T18:19:28+09:00,
951,さんぱちロゴの修正案を5個作る,,1200,,2019-03-25T17:39:32+09:00,2019-03-25T17:59:32+09:00,
952,さんぱちロゴの修正案を5個作る,,91,,2019-03-25T17:37:54+09:00,2019-03-25T17:39:25+09:00,
953,LGTMのホームページのページごとのコンテンツを決める,,1200,,2019-03-25T17:14:06+09:00,2019-03-25T17:34:06+09:00,
954,Pomodoro Break,休憩,1200,,2019-03-25T16:37:24+09:00,2019-03-25T16:57:24+09:00,#fb8b14
955,LGTMのホームページのページごとのコンテンツを決める,,1071,,2019-03-25T16:19:25+09:00,2019-03-25T16:37:16+09:00,
956,LGTMのホームページのページごとのコンテンツを決める,,384,,2019-03-25T16:08:38+09:00,2019-03-25T16:15:02+09:00,
957,さんぱちロゴの修正案を5個作る,,5,,2019-03-25T16:08:11+09:00,2019-03-25T16:08:16+09:00,
958,連絡周り,その他,811,,2019-03-25T15:54:40+09:00,2019-03-25T16:08:11+09:00,#c56bff
959,さんぱちロゴの修正案を5個作る,,963,,2019-03-25T15:38:32+09:00,2019-03-25T15:54:35+09:00,
960,今後の仕事、人生についての姿勢を決める,その他,3,,2019-03-25T15:38:15+09:00,2019-03-25T15:38:18+09:00,#c56bff
961,今後の仕事、人生についての姿勢を決める,その他,2818,,2019-03-25T14:51:06+09:00,2019-03-25T15:38:04+09:00,#c56bff
962,Pomodoro Break,休憩,180,,2019-03-24T22:02:47+09:00,2019-03-24T22:05:47+09:00,#fb8b14
963,記事を読む,その他インプット,1200,,2019-03-24T21:35:45+09:00,2019-03-24T21:55:45+09:00,#3750b5
964,記事を読む,その他インプット,8,,2019-03-24T21:35:26+09:00,2019-03-24T21:35:34+09:00,#3750b5
965,Pomodoro Break,休憩,12,,2019-03-24T21:35:14+09:00,2019-03-24T21:35:26+09:00,#fb8b14
966,記事を読む,その他インプット,1200,,2019-03-24T21:15:14+09:00,2019-03-24T21:35:14+09:00,#3750b5
967,今後についての考えを整理する,その他,1145,,2019-03-24T20:56:09+09:00,2019-03-24T21:15:14+09:00,#c56bff
968,Pomodoro Break,休憩,621,,2019-03-24T20:45:38+09:00,2019-03-24T20:55:59+09:00,#fb8b14
969,Pomodoro Break,休憩,180,,2019-03-24T20:30:54+09:00,2019-03-24T20:33:54+09:00,#fb8b14
970,今後についての考えを整理する,その他,1200,,2019-03-24T20:10:54+09:00,2019-03-24T20:30:54+09:00,#c56bff
971,Pomodoro Break,休憩,180,,2019-03-24T20:07:40+09:00,2019-03-24T20:10:40+09:00,#fb8b14
972,今後についての考えを整理する,その他,1200,,2019-03-24T19:47:40+09:00,2019-03-24T20:07:40+09:00,#c56bff
973,Pomodoro Break,休憩,222,,2019-03-24T19:43:53+09:00,2019-03-24T19:47:35+09:00,#fb8b14
974,今後についての考えを整理する,その他,2,,2019-03-24T19:43:46+09:00,2019-03-24T19:43:48+09:00,#c56bff
975,Pomodoro Break,休憩,3,,2019-03-24T19:43:43+09:00,2019-03-24T19:43:46+09:00,#fb8b14
976,今後についての考えを整理する,その他,1200,,2019-03-24T19:23:43+09:00,2019-03-24T19:43:43+09:00,#c56bff
977,Pomodoro Break,休憩,180,,2019-03-24T17:49:11+09:00,2019-03-24T17:52:11+09:00,#fb8b14
978,今後についての考えを整理する,その他,1200,,2019-03-24T17:29:11+09:00,2019-03-24T17:49:11+09:00,#c56bff
979,洋書を読む（PEAK）,,669,,2019-03-24T17:04:12+09:00,2019-03-24T17:15:21+09:00,
980,Pomodoro Break,休憩,110,,2019-03-24T16:50:30+09:00,2019-03-24T16:52:20+09:00,#fb8b14
981,記事を読む,その他インプット,1200,,2019-03-24T16:30:30+09:00,2019-03-24T16:50:30+09:00,#3750b5
982,UTokyo Wifi再設定,,91,,2019-03-24T16:28:24+09:00,2019-03-24T16:29:55+09:00,
983,Pomodoro Break,その他,991,,2019-03-24T16:11:44+09:00,2019-03-24T16:28:15+09:00,#c56bff
984,過去の記録を振り返る,,1200,,2019-03-24T15:50:53+09:00,2019-03-24T16:10:53+09:00,
985,Pomodoro Break,その他,236,,2019-03-24T15:35:16+09:00,2019-03-24T15:39:12+09:00,#c56bff
986,過去の記録を振り返る,,1200,,2019-03-24T14:46:47+09:00,2019-03-24T15:06:47+09:00,
987,カードにスリープ入れる,,4266,,2019-03-23T20:14:34+09:00,2019-03-23T21:25:40+09:00,
988,Pomodoro Break,その他,137,,2019-03-23T20:03:09+09:00,2019-03-23T20:05:26+09:00,#c56bff
989,今後についての考えを整理する,その他,1200,,2019-03-23T19:35:25+09:00,2019-03-23T19:55:25+09:00,#c56bff
990,Pomodoro Break,その他,180,,2019-03-23T18:55:30+09:00,2019-03-23T18:58:30+09:00,#c56bff
991,今後についての考えを整理する,その他,1200,,2019-03-23T18:35:30+09:00,2019-03-23T18:55:30+09:00,#c56bff
992,Pomodoro Break,その他,180,,2019-03-23T18:32:26+09:00,2019-03-23T18:35:26+09:00,#c56bff
993,今後についての考えを整理する,その他,1200,,2019-03-23T18:12:26+09:00,2019-03-23T18:32:26+09:00,#c56bff
994,Pomodoro Break,その他,180,,2019-03-23T17:51:36+09:00,2019-03-23T17:54:36+09:00,#c56bff
995,今後についての考えを整理する,その他,1200,,2019-03-23T17:31:35+09:00,2019-03-23T17:51:35+09:00,#c56bff
996,Pomodoro Break,その他,180,,2019-03-23T16:55:02+09:00,2019-03-23T16:58:02+09:00,#c56bff
997,今後についての考えを整理する,その他,1200,,2019-03-23T16:35:02+09:00,2019-03-23T16:55:02+09:00,#c56bff
998,部屋の片付け,,2424,,2019-03-23T15:54:34+09:00,2019-03-23T16:34:58+09:00,
999,読書する,その他,13766,,2019-03-23T11:34:17+09:00,2019-03-23T15:23:43+09:00,#c56bff
1000,Pomodoro Break,,314,,2019-03-22T21:39:42+09:00,2019-03-22T21:44:56+09:00,
1001,今後についての考えを整理する,その他,1219,,2019-03-22T21:19:18+09:00,2019-03-22T21:39:37+09:00,#c56bff
1002,Pomodoro Break,,180,,2019-03-22T21:16:13+09:00,2019-03-22T21:19:13+09:00,
1003,今後についての考えを整理する,その他,1500,,2019-03-22T20:51:13+09:00,2019-03-22T21:16:13+09:00,#c56bff
1004,今後についての考えを整理する,その他,181,,2019-03-22T20:48:09+09:00,2019-03-22T20:51:10+09:00,#c56bff
1005,Pomodoro Break,,126,,2019-03-22T20:46:03+09:00,2019-03-22T20:48:09+09:00,
1006,今後についての考えを整理する,その他,1500,,2019-03-22T20:21:03+09:00,2019-03-22T20:46:03+09:00,#c56bff
1007,Pomodoro Break,,180,,2019-03-22T20:17:59+09:00,2019-03-22T20:20:59+09:00,
1008,今後についての考えを整理する,その他,1500,,2019-03-22T19:52:59+09:00,2019-03-22T20:17:59+09:00,#c56bff
1009,Pomodoro Break,,2,,2019-03-22T19:52:57+09:00,2019-03-22T19:52:59+09:00,
1010,今後についての考えを整理する,その他,1200,,2019-03-22T19:32:57+09:00,2019-03-22T19:52:57+09:00,#c56bff
1011,Pomodoro Break,,25,,2019-03-22T19:32:32+09:00,2019-03-22T19:32:57+09:00,
1012,今後についての考えを整理する,その他,1200,,2019-03-22T18:50:17+09:00,2019-03-22T19:10:17+09:00,#c56bff
1013,Pomodoro Break,,180,,2019-03-22T18:47:11+09:00,2019-03-22T18:50:11+09:00,
1014,今後についての考えを整理する,その他,1200,,2019-03-22T18:27:11+09:00,2019-03-22T18:47:11+09:00,#c56bff
1015,Pomodoro Break,,180,,2019-03-22T18:24:06+09:00,2019-03-22T18:27:06+09:00,
1016,今後についての考えを整理する,その他,1200,,2019-03-22T18:04:06+09:00,2019-03-22T18:24:06+09:00,#c56bff
1017,Pomodoro Break,,180,,2019-03-22T18:00:55+09:00,2019-03-22T18:03:55+09:00,
1018,今後についての考えを整理する,その他,1200,,2019-03-22T17:40:55+09:00,2019-03-22T18:00:55+09:00,#c56bff
1019,Pomodoro Break,,8,,2019-03-22T17:40:47+09:00,2019-03-22T17:40:55+09:00,
1020,今後についての考えを整理する,その他,1200,,2019-03-22T17:20:47+09:00,2019-03-22T17:40:47+09:00,#c56bff
1021,Pomodoro Break,,180,,2019-03-22T17:16:20+09:00,2019-03-22T17:19:20+09:00,
1022,部屋の片付け,その他,1200,,2019-03-22T16:37:01+09:00,2019-03-22T16:57:01+09:00,#c56bff
1023,Pomodoro Break,,30,,2019-03-22T16:36:31+09:00,2019-03-22T16:37:01+09:00,
1024,家事,その他,1200,,2019-03-22T16:16:31+09:00,2019-03-22T16:36:31+09:00,#c56bff
1025,Pomodoro Break,,180,,2019-03-22T16:12:38+09:00,2019-03-22T16:15:38+09:00,
1026,家事,その他,1200,,2019-03-22T15:52:38+09:00,2019-03-22T16:12:38+09:00,#c56bff
1027,Pomodoro Break,,31,,2019-03-22T15:52:07+09:00,2019-03-22T15:52:38+09:00,
1028,家事,その他,1200,,2019-03-22T15:32:07+09:00,2019-03-22T15:52:07+09:00,#c56bff
1029,部屋の片付け,その他,703,,2019-03-22T15:20:21+09:00,2019-03-22T15:32:04+09:00,#c56bff
1030,Pomodoro Break,,180,,2019-03-21T18:23:55+09:00,2019-03-21T18:26:55+09:00,
1031,さんぱちのロゴの修正,,1200,,2019-03-21T18:03:55+09:00,2019-03-21T18:23:55+09:00,
1032,Pomodoro Break,,5,,2019-03-21T18:03:50+09:00,2019-03-21T18:03:55+09:00,
1033,さんぱちのロゴの修正,,1200,,2019-03-21T17:43:50+09:00,2019-03-21T18:03:50+09:00,
1034,Pomodoro Break,,5,,2019-03-21T17:43:44+09:00,2019-03-21T17:43:49+09:00,
1035,さんぱちのロゴの修正,,1200,,2019-03-21T17:23:44+09:00,2019-03-21T17:43:44+09:00,
1036,Pomodoro Break,,1088,,2019-03-21T17:05:36+09:00,2019-03-21T17:23:44+09:00,
1037,さんぱちのロゴの修正,,592,,2019-03-21T16:55:41+09:00,2019-03-21T17:05:33+09:00,
1038,Pomodoro Break,,316,,2019-03-21T16:50:23+09:00,2019-03-21T16:55:39+09:00,
1039,さんぱちのロゴの修正,,11,,2019-03-21T16:50:10+09:00,2019-03-21T16:50:21+09:00,
1040,Pomodoro Break,,4,,2019-03-21T16:50:06+09:00,2019-03-21T16:50:10+09:00,
1041,さんぱちのロゴの修正,,1200,,2019-03-21T16:30:06+09:00,2019-03-21T16:50:06+09:00,
1042,Pomodoro Break,,180,,2019-03-21T16:26:59+09:00,2019-03-21T16:29:59+09:00,
1043,さんぱちのロゴの修正,,1200,,2019-03-21T16:06:58+09:00,2019-03-21T16:26:58+09:00,
1044,Pomodoro Break,,180,,2019-03-20T20:26:52+09:00,2019-03-20T20:29:52+09:00,
1045,自己分析/方法のリサーチ,,1200,,2019-03-20T20:06:52+09:00,2019-03-20T20:26:52+09:00,
1046,Pomodoro Break,,180,,2019-03-20T19:58:53+09:00,2019-03-20T20:01:53+09:00,
1047,自己分析/方法のリサーチ,,1200,,2019-03-20T19:38:53+09:00,2019-03-20T19:58:53+09:00,
1048,Pomodoro Break,,5,,2019-03-20T19:38:48+09:00,2019-03-20T19:38:53+09:00,
1049,自己分析/方法のリサーチ,,1200,,2019-03-20T19:18:48+09:00,2019-03-20T19:38:48+09:00,
1050,Pomodoro Break,,1012,,2019-03-20T19:01:56+09:00,2019-03-20T19:18:48+09:00,
1051,自己分析/方法のリサーチ,,197,,2019-03-20T18:58:37+09:00,2019-03-20T19:01:54+09:00,
1052,Pomodoro Break,,180,,2019-03-20T18:55:31+09:00,2019-03-20T18:58:31+09:00,
1053,自己分析/方法のリサーチ,,1200,,2019-03-20T18:35:31+09:00,2019-03-20T18:55:31+09:00,
1054,Pomodoro Break,,180,,2019-03-20T18:29:43+09:00,2019-03-20T18:32:43+09:00,
1055,自己分析/方法のリサーチ,,1200,,2019-03-20T18:09:43+09:00,2019-03-20T18:29:43+09:00,
1056,Pomodoro Break,,180,,2019-03-20T18:06:25+09:00,2019-03-20T18:09:25+09:00,
1057,Pomodoro Break,,180,,2019-03-19T21:03:41+09:00,2019-03-19T21:06:41+09:00,
1058,今後の展望,,1200,,2019-03-19T20:43:41+09:00,2019-03-19T21:03:41+09:00,
1059,Pomodoro Break,,180,,2019-03-19T20:40:31+09:00,2019-03-19T20:43:31+09:00,
1060,今後の展望,,1200,,2019-03-19T20:20:31+09:00,2019-03-19T20:40:31+09:00,
1061,Pomodoro Break,,180,,2019-03-19T20:15:13+09:00,2019-03-19T20:18:13+09:00,
1062,記事読む,,1200,,2019-03-19T19:55:13+09:00,2019-03-19T20:15:13+09:00,
1063,Pomodoro Break,,180,,2019-03-19T19:52:07+09:00,2019-03-19T19:55:07+09:00,
